NAME,ONLINE_ORDER,RESERVATION_STATUS,LOCATION,REST_TYPE,CUISINES,APPROX_COST(FOR TWO PEOPLE)
JustBunny,Yes,No,Jayanagar,QuickBites,FastFood,200.0
BakersTown,Yes,No,KumaraswamyLayout,Cafe,CafeContinentalFastFood,650.0
ShreeMahalakshmiSweets,Yes,No,Banashankari,SweetShop,MithaiStreetFood,100.0
KaapiKendra,Yes,No,Jayanagar,QuickBites,SouthIndian,100.0
Ivy,Yes,No,KumaraswamyLayout,CasualDining,NorthIndianChineseFastFood,600.0
TheAiros,Yes,No,Jayanagar,Cafe,CafeItalianPizza,650.0
ChaiKraft,Yes,No,Jayanagar,BeverageShop,BeveragesTea,100.0
SouthPointPub,Yes,No,Basavanagudi,Bar,NorthIndianSeafoodChinese,800.0
TheTrundle,Yes,No,Jayanagar,CasualDining,ChineseThaiContinentalNorthIndian,700.0
TheKrishnaGrandXpress,Yes,No,Jayanagar,QuickBites,SouthIndianFastFood,350.0
SriKrishnaDarshini,Yes,No,Basavanagudi,QuickBites,SouthIndianNorthIndianChinese,200.0
ShringarSweets&Snacks,Yes,No,Basavanagudi,SweetShopQuickBites,MithaiSouthIndianStreetFoodFastFood,200.0
UdupiGrand,Yes,No,Basavanagudi,QuickBites,SouthIndianNorthIndianChinese,300.0
GaneshGrand,Yes,No,Basavanagudi,QuickBites,SouthIndianNorthIndianDesserts,300.0
ShreyasUpahar&BurgerPoint,Yes,No,Basavanagudi,QuickBites,SouthIndianBurger,200.0
LittleCafe,Yes,No,Basavanagudi,Cafe,CafeBeverages,600.0
MumbaiBadamMilk&LassiCenter,Yes,No,Basavanagudi,Kiosk,BeveragesDesserts,100.0
SriKrishnaSagar,Yes,No,Banashankari,CasualDining,NorthIndianChinese,400.0
MylariBiryaniFamilyRestaurant,Yes,No,Banashankari,QuickBites,BiryaniFastFood,400.0
1980sGamesCafe,Yes,No,Basavanagudi,Cafe,CafeFastFood,400.0
KadalaTarangaa,Yes,No,Banashankari,CasualDining,MangaloreanSeafoodNorthIndian,600.0
NammaBiryani,Yes,No,Banashankari,QuickBites,BiryaniChineseNorthIndian,250.0
Nandhanu'sRasoi,Yes,No,KumaraswamyLayout,QuickBites,ChineseNorthIndian,400.0
HotelPorkParadise,Yes,No,MysoreRoad,QuickBites,SouthIndian,300.0
AsOnFire,Yes,No,SouthBangalore,FoodTruck,PizzaFastFoodBBQ,400.0
JKFishLand,Yes,No,Jayanagar,QuickBites,SeafoodMangalorean,300.0
CurryLeaves,Yes,No,Basavanagudi,CasualDining,AndhraNorthIndianChinese,800.0
LassiShop,Yes,No,Banashankari,BeverageShop,BeveragesIceCreamFastFood,300.0
MagicMeals,Yes,No,Jayanagar,QuickBitesDessertParlor,FastFoodDessertsBeverages,400.0
DesiCreamJunction,Yes,Yes,Jayanagar,CasualDining,ChineseNorthIndianPizzaItalian,650.0
DrunkenMonkey,Yes,No,KumaraswamyLayout,BeverageShopQuickBites,BeveragesFastFood,400.0
Ruchi'sCorner,Yes,No,Banashankari,QuickBites,FastFood,200.0
TandooriBytes,Yes,No,KumaraswamyLayout,CasualDining,NorthIndian,700.0
BangaloreDonneBiriyani,Yes,No,KumaraswamyLayout,QuickBites,SouthIndianBiryani,300.0
SGSNonVeg-GunduPulav,Yes,No,Banashankari,QuickBites,BiryaniFastFood,400.0
Keventers,Yes,No,Banashankari,BeverageShopDessertParlor,DessertsBeveragesIceCream,400.0
SreeSagar,Yes,No,Banashankari,QuickBites,SouthIndian,200.0
NaviFoodPoint,Yes,No,Basavanagudi,QuickBites,FastFood,200.0
ShawarmaInc,Yes,No,Banashankari,Takeaway,RollsLebanese,250.0
TheCafeNutsandBolts,Yes,No,KumaraswamyLayout,Cafe,CafeFastFoodChinese,500.0
AMWOW,Yes,No,Jayanagar,BeverageShop,Beverages,100.0
LalbaghGrand,Yes,No,Basavanagudi,QuickBites,SouthIndianNorthIndianChinese,250.0
FunjabiCurries,Yes,No,Banashankari,QuickBites,NorthIndian,500.0
EatRepeat,Yes,No,Basavanagudi,QuickBites,SouthIndian,150.0
Salut,Yes,Yes,Jayanagar,PubCasualDining,ContinentalFingerFoodSeafoodPizza,1200.0
NammuraDonneBiriyani,Yes,No,Basavanagudi,QuickBites,BiryaniFastFood,400.0
LassiStop,Yes,No,Banashankari,BeverageShopQuickBites,BeveragesFastFoodJuices,150.0
DakshinKitchen,Yes,No,Basavanagudi,QuickBites,SouthIndian,100.0
SriSaiCafe,Yes,No,Basavanagudi,QuickBites,SouthIndian,200.0
SriSai99VarietyDosa,Yes,No,Banashankari,QuickBites,SouthIndian,300.0
UtsavRestaurant,Yes,No,Banashankari,QuickBites,NorthIndianChinese,300.0
CrunchandMunch,Yes,No,Uttarahalli,QuickBites,ChineseStreetFoodIceCream,300.0
FoodGeek,Yes,No,Basavanagudi,QuickBites,SandwichFastFoodRolls,350.0
SriKrishnaAramane,Yes,No,KumaraswamyLayout,QuickBites,SouthIndianNorthIndianChineseFastFood,200.0
GreatIndianRolls,Yes,No,Basavanagudi,QuickBites,Rolls,100.0
ChatsPoint,Yes,No,Basavanagudi,QuickBites,FastFoodStreetFood,150.0
FoodPoint,Yes,No,KumaraswamyLayout,QuickBites,NorthIndianChinese,300.0
SwargaRuchi,Yes,No,Basavanagudi,QuickBites,SouthIndian,200.0
KolkataKing,Yes,No,Basavanagudi,QuickBites,FastFoodRolls,300.0
SandwichMama'sAndFrozenMonster,Yes,No,Jayanagar,QuickBites,IceCreamBeveragesFastFood,250.0
NewRajadhaniSpicy,Yes,No,KumaraswamyLayout,CasualDining,NorthIndian,700.0
BigMishraPedha,Yes,No,Jayanagar,SweetShop,Mithai,250.0
VEGeatz,Yes,No,Banashankari,QuickBites,SouthIndianNorthIndian,200.0
Foodizo,Yes,No,Banashankari,QuickBites,DessertsFastFoodContinental,300.0
FoodSprings,Yes,No,Jayanagar,QuickBites,SouthIndianChinese,400.0
Chung'sChineseCorner,Yes,No,Jayanagar,CasualDining,Chinese,700.0
EurasiaPastaandBarbequebyLittleItaly,Yes,Yes,Jayanagar,CasualDiningBar,ItalianFastFoodSaladBBQ,1200.0
GoliVadaPavNo.1,Yes,No,Basavanagudi,QuickBites,StreetFood,200.0
Ragoo's,Yes,No,Jayanagar,CasualDining,ItalianPizzaNorthIndianSalad,800.0
Pure&Natural,Yes,No,Jayanagar,CasualDining,FastFoodContinentalBeveragesSaladHealthyFood,500.0
Maiyas,Yes,No,Jayanagar,QuickBites,NorthIndianSouthIndianFastFoodJuices,200.0
SipnDine,Yes,No,VijayNagar,CasualDining,NorthIndianChineseSouthIndian,800.0
CafeMondo,Yes,No,Basavanagudi,Cafe,CafeItalianBeverages,600.0
Jalpaan,Yes,Yes,Jayanagar,CasualDining,NorthIndianContinental,900.0
Kataria'sPakwan,Yes,No,KumaraswamyLayout,QuickBites,NorthIndian,400.0
JuicyMomos,Yes,No,Banashankari,QuickBites,TibetanMomos,250.0
AmandePatisserie,Yes,No,Basavanagudi,Bakery,BakeryFrenchDesserts,300.0
AnandSweetsandSavouries,Yes,No,Jayanagar,SweetShop,MithaiStreetFood,400.0
ChickenHunt,Yes,No,Banashankari,QuickBites,SouthIndianNorthIndianChineseBiryani,350.0
SwadeshTadka,Yes,No,Banashankari,CasualDining,NorthIndianChineseBeverages,600.0
Cane-O-La,Yes,No,Basavanagudi,QuickBites,Juices,100.0
NewBiryaniMane,Yes,No,Uttarahalli,CasualDining,NorthIndianChineseBiryaniSouthIndian,450.0
UpaharaDarshini,Yes,No,Jayanagar,QuickBites,SouthIndianNorthIndianChinese,400.0
KarnatakaBhelHouse,Yes,No,Basavanagudi,QuickBites,StreetFood,100.0
SreerajLassiBar,Yes,No,Jayanagar,DessertParlorBeverageShop,Beverages,150.0
JuiceJunctionFoodCourt,Yes,No,Basavanagudi,QuickBites,JuicesSouthIndianChineseFastFood,200.0
Bunt'sBiriyaniPalace,Yes,No,Banashankari,QuickBites,NorthIndianSouthIndianChineseBiryaniSeafood,400.0
ChaiPoint,Yes,No,Jayanagar,BeverageShopQuickBites,TeaBeveragesFastFood,250.0
Janahaar,Yes,No,Banashankari,QuickBites,SouthIndian,100.0
Utsav,Yes,No,Banashankari,QuickBites,NorthIndianStreetFood,200.0
MeatAndEat,Yes,No,Banashankari,QuickBites,FastFoodBurger,500.0
SnacksBite,Yes,No,KumaraswamyLayout,QuickBites,FastFoodMomos,400.0
TheSpiceSaga,Yes,No,KumaraswamyLayout,CasualDining,BiryaniNorthIndianChineseSeafood,750.0
DakshinCafe,Yes,No,KumaraswamyLayout,QuickBites,SouthIndian,100.0
Mr.Parathewala,Yes,No,Jayanagar,TakeawayDelivery,NorthIndian,300.0
KauligeMilletCorner,Yes,No,Basavanagudi,QuickBites,HealthyFoodSouthIndian,150.0
IfruitIceCream,Yes,No,KumaraswamyLayout,DessertParlor,DessertsIceCream,150.0
Havmor,Yes,No,Basavanagudi,DessertParlor,IceCreamDesserts,200.0
GrandFood,Yes,No,Banashankari,QuickBitesBakery,SouthIndianBakeryChinese,250.0
DiningHut,Yes,No,KumaraswamyLayout,QuickBites,NorthIndianChineseSouthIndian,400.0
7HillsGardenRestaurant,Yes,No,Banashankari,QuickBites,NorthIndianMughlaiChinese,400.0
DesiSwaad,Yes,No,KumaraswamyLayout,QuickBites,NorthIndian,400.0
YummyMomos,Yes,No,KumaraswamyLayout,QuickBites,MomosTibetanChinese,200.0
MasaleDaan,Yes,No,Banashankari,Delivery,NorthIndian,350.0
SriManjunathaTandooriCorner,Yes,No,Uttarahalli,QuickBites,Mughlai,300.0
GrowFit,Yes,No,JPNagar,TakeawayDelivery,HealthyFoodNorthIndianThai,500.0
TheHouseOfVadapav,Yes,No,Banashankari,QuickBites,,150.0
Cutcakes,Yes,No,KumaraswamyLayout,TakeawayDelivery,Bakery,300.0
LassiSpot,Yes,No,KumaraswamyLayout,BeverageShop,,100.0
SandwichHub,Yes,No,Jayanagar,QuickBites,FastFoodSandwich,300.0
HealthyBakes'n'Brew,Yes,No,Jayanagar,Bakery,Bakery,150.0
UdupiSriKrishnaCafe,Yes,No,Jayanagar,CasualDining,NorthIndianSouthIndian,600.0
StarliteBakery&Fastfood,Yes,No,Jayanagar,QuickBites,NorthIndianChineseRollsBakeryArabianCharcoalChickenDesserts,300.0
Veganbreak24x7,Yes,No,CityMarket,TakeawayDelivery,SouthIndianChineseContinentalBiryani,199.0
AadhyaHotel,Yes,No,Basavanagudi,CasualDiningBar,SouthIndianNorthIndianChineseBiryani,800.0
DoddaManeBaaduta,Yes,No,Banashankari,QuickBites,NorthIndianSouthIndianChineseBiryani,250.0
SwaddKitchen,Yes,No,Basavanagudi,CasualDining,NorthIndianFastFood,500.0
NandiniMilkParlourandRestaurant,Yes,No,MysoreRoad,DessertParlorQuickBites,SandwichRollsSouthIndianIceCream,250.0
HappyChopsticks,Yes,No,Basavanagudi,QuickBites,ChineseFastFood,300.0
SaiSuperSandwich,Yes,No,Banashankari,QuickBites,SandwichBeverages,200.0
RightPizza,Yes,No,Basavanagudi,QuickBites,Pizza,300.0
UdupiUpachar,Yes,No,Banashankari,QuickBites,SouthIndianNorthIndian,500.0
DavanagereBenneDoseHut,Yes,No,Banashankari,QuickBites,SouthIndian,100.0
TheSipShop,Yes,No,Basavanagudi,QuickBites,PizzaBeveragesIceCream,200.0
Subz,Yes,Yes,Jayanagar,CasualDining,NorthIndianSouthIndian,1000.0
RajastaniRasoi,Yes,No,Basavanagudi,QuickBites,NorthIndian,100.0
SriBanashankariUpahara,Yes,No,KumaraswamyLayout,QuickBites,NorthIndianSouthIndian,150.0
MintandMustard,Yes,No,Basavanagudi,CasualDining,NorthIndianChinese,750.0
ChineseSquare,Yes,No,Basavanagudi,QuickBites,Chinese,200.0
HyderabadExpress,Yes,No,Banashankari,QuickBites,HyderabadiBiryaniSouthIndianAndhraBeverages,300.0
PunjabiRaswada,Yes,Yes,Jayanagar,CasualDining,NorthIndian,800.0
Vinny's,Yes,Yes,Banashankari,CasualDining,PizzaItalianContinentalDesserts,800.0
Chetty'sCorner,Yes,No,Uttarahalli,QuickBites,FastFoodBurgerPizza,200.0
Kapoor'sCafe,Yes,No,Jayanagar,CasualDining,NorthIndian,800.0
DonneBiryani&KababCorner,Yes,No,KumaraswamyLayout,QuickBites,ChineseBiryani,200.0
SukhSagar,Yes,No,Jayanagar,CasualDining,SouthIndianNorthIndianChineseStreetFood,450.0
SMVSnacksCorner,Yes,No,Basavanagudi,QuickBites,FastFood,200.0
AndhraRuchulu,Yes,Yes,Jayanagar,CasualDiningBar,AndhraBiryaniNorthIndianChinese,1000.0
TheSamosaCo,Yes,No,Jayanagar,QuickBites,FastFoodMithai,200.0
SteamingMugs,Yes,No,Basavanagudi,Cafe,Cafe,700.0
RajathadriFoodFort,Yes,No,Jayanagar,CasualDining,SouthIndianNorthIndianChineseStreetFood,600.0
BrewMeister,Yes,Yes,Jayanagar,MicrobreweryCasualDining,NorthIndianContinentalFingerFoodAmericanAsian,1500.0
Rasoi,Yes,No,Banashankari,QuickBites,NorthIndianChinese,300.0
Mr.SinghDaDhaba,Yes,No,KumaraswamyLayout,QuickBites,NorthIndianChinese,300.0
KababsNBiryani,Yes,No,Banashankari,QuickBites,SouthIndian,200.0
AyodhyaUpachar,Yes,No,Banashankari,QuickBites,SouthIndianNorthIndianChineseStreetFood,200.0
BiriyaniMane,Yes,No,Jayanagar,QuickBites,NorthIndianBiryani,400.0
CafeAjfan,Yes,No,Jayanagar,Cafe,CafeContinentalBeverages,700.0
BrundhavanaFoodPoint,Yes,No,KumaraswamyLayout,QuickBites,SouthIndianNorthIndianChineseStreetFoodBeverages,300.0
SLVCornerRestaurant,Yes,No,Basavanagudi,CasualDining,SouthIndianChineseNorthIndianStreetFoodRollsJuices,550.0
BiryaniRoyalsGarden,Yes,No,KumaraswamyLayout,QuickBites,NorthIndianBiryaniMughlai,500.0
HotelNewKaravali,Yes,No,Banashankari,QuickBites,MangaloreanSouthIndianNorthIndian,300.0
TheKrishnaGrand,Yes,No,Banashankari,CasualDining,NorthIndianSouthIndianChineseFastFoodJuices,750.0
RotiGhar,Yes,No,Basavanagudi,CasualDining,NorthIndianChineseSouthIndian,500.0
MultiSnackyHub,No,No,Basavanagudi,QuickBites,FastFood,200.0
Kettle&Kegs,Yes,No,Banashankari,Delivery,TeaBeverages,200.0
Baisakhi,Yes,No,Basavanagudi,CasualDining,NorthIndian,500.0
PoonamSweets,No,No,Banashankari,SweetShop,Mithai,150.0
Amma'sPastries,No,No,Banashankari,DessertParlor,Bakery,400.0
PolarBear,Yes,No,Banashankari,DessertParlor,IceCreamDessertsBeveragesSandwich,400.0
AnandSweetsandSavouries,No,No,Banashankari,SweetShopQuickBites,MithaiStreetFood,400.0
Ibaco,Yes,No,Banashankari,DessertParlor,Desserts,300.0
TheLassiandJuicePark,No,No,Banashankari,BeverageShopDessertParlor,JuicesDesserts,150.0
CornerStone,No,No,Banashankari,BeverageShopQuickBites,BeveragesJuicesDessertsItalian,300.0
ArunIceCream,No,No,Banashankari,DessertParlor,IceCreamDesserts,150.0
MeltingMelodies,No,No,Banashankari,Bakery,Bakery,300.0
SweetNSwirl,No,No,Banashankari,DessertParlor,DessertsIceCream,150.0
MukeshSweetCentre,No,No,Banashankari,SweetShop,Mithai,300.0
GopiIceCreams,No,No,Banashankari,DessertParlor,IceCream,100.0
SriVenkateshwaraSweetMeatStall,No,No,Basavanagudi,SweetShopQuickBites,MithaiStreetFoodNorthIndianChinese,400.0
BaskinRobbins,No,No,Basavanagudi,DessertParlor,IceCreamDesserts,250.0
SrinivasaBrahminsBakery,No,No,Basavanagudi,BakeryQuickBites,BakeryStreetFood,150.0
JainBakes,No,No,Basavanagudi,Bakery,BakeryDesserts,250.0
KCDas-SweetSpot,No,No,Basavanagudi,SweetShopQuickBites,MithaiStreetFood,200.0
CakeYard,Yes,No,Basavanagudi,DessertParlor,Desserts,250.0
A2BVeg-AdyarAnandaBhavan,Yes,No,Basavanagudi,CasualDining,SouthIndianNorthIndianChineseStreetFood,400.0
Cakecraft,No,No,Jayanagar,Takeaway,Desserts,350.0
MyTeaHouse,Yes,Yes,Banashankari,CasualDining,ContinentalAsianNorthIndianTea,500.0
Jcubez,No,Yes,Banashankari,Lounge,FingerFood,1300.0
Ferment,No,No,Banashankari,CasualDiningBar,Continental,1000.0
ChungWah,Yes,No,Banashankari,CasualDining,ChineseMomosThaiVietnamese,900.0
BlueWingsBar&Restaurant,No,No,Banashankari,BarCasualDining,NorthIndianChinese,700.0
NewImperialRestaurant,No,No,Banashankari,CasualDining,NorthIndianChinese,450.0
7HillsRestaurant,No,No,Banashankari,CasualDining,NorthIndianSouthIndian,500.0
KaravaliFishCenter,No,No,Banashankari,QuickBites,MangaloreanChinese,300.0
Iyer'sTiffinCentre,No,No,Banashankari,QuickBites,SouthIndianChinese,150.0
KydzAdda,No,No,Banashankari,CasualDining,Continental,500.0
FoodBoxCafe,No,No,Banashankari,CasualDining,MughlaiNorthIndianChinese,500.0
LinnetBar&Restaurant,No,No,Banashankari,Bar,FastFoodFingerFood,500.0
SriGaneshJuiceandChats,No,No,Banashankari,BeverageShopQuickBites,JuicesStreetFood,150.0
ManifestCafe,No,No,Banashankari,CasualDining,SouthIndianNorthIndianChinese,500.0
BeijingBites,No,No,Banashankari,CasualDining,ChineseThai,850.0
KaravaliLunchHome,No,No,Banashankari,QuickBites,SouthIndianNorthIndianSeafoodMangalorean,400.0
SLNBarandRestaurant,No,No,Banashankari,CasualDining,NorthIndianChinese,700.0
ParijathaParadise,Yes,No,Banashankari,CasualDining,SouthIndianNorthIndianFastFoodChineseStreetFood,500.0
TaazaThindi,No,No,Banashankari,QuickBites,SouthIndian,100.0
KaapiCorner,No,No,Banashankari,QuickBites,SouthIndian,100.0
SriLaxmiVenkateshwaraCoffeeBar,No,No,Banashankari,QuickBites,SouthIndian,100.0
MessyBowl,No,No,Banashankari,QuickBites,FastFoodBeverages,500.0
ChickpetDonneBiryaniHouse,Yes,No,Banashankari,QuickBites,Biryani,250.0
BrahminCafe,No,No,Banashankari,QuickBites,SouthIndian,150.0
HotelMangala,No,No,Banashankari,QuickBites,SouthIndian,250.0
SimpleThindies,No,No,Banashankari,QuickBites,SouthIndian,200.0
SLVSwadishta,No,No,Banashankari,QuickBites,SouthIndian,300.0
NewSagarFastFood,No,No,Banashankari,QuickBites,NorthIndianSouthIndian,250.0
ParamaRuchi,No,No,Banashankari,QuickBites,SouthIndianNorthIndianChineseStreetFood,300.0
ThrilokRestaurant,No,No,Banashankari,QuickBites,MangaloreanSeafood,350.0
MeatAndEat,No,No,Banashankari,QuickBites,FastFoodBurger,500.0
ShriGuruRaghavendraGrandVeg,No,No,Banashankari,QuickBites,SouthIndianNorthIndianChinese,400.0
PizzaStop,Yes,No,Banashankari,QuickBites,PizzaItalian,600.0
HanumanthanagarBiryaniJunction,No,No,Banashankari,QuickBites,SouthIndian,300.0
SLVRefreshment,No,No,Banashankari,QuickBites,SouthIndian,100.0
SVKPDailyFresh,No,No,Banashankari,QuickBites,SouthIndian,350.0
SrinagarKababCorner,No,No,Banashankari,QuickBites,NorthIndian,250.0
SriVenkateshwaraChatCentre,No,No,Banashankari,QuickBites,StreetFood,100.0
VinayBhelCorner,No,No,Banashankari,QuickBites,StreetFood,100.0
RotiLand,No,No,Banashankari,QuickBites,NorthIndian,200.0
NandiChatsandJuice,No,No,Banashankari,QuickBites,StreetFood,150.0
YaarubHotel,No,No,Banashankari,QuickBites,Biryani,250.0
RottiMane,No,No,Banashankari,QuickBites,SouthIndian,100.0
KarnatakaBhelHouse,No,No,Banashankari,QuickBites,StreetFood,150.0
TheCoorgKitchen,No,No,Banashankari,QuickBites,SouthIndian,400.0
JustShawarma,Yes,No,Banashankari,QuickBites,Arabian,300.0
FOODADDA,No,No,Banashankari,QuickBites,FastFood,200.0
HotelNisarga,No,No,Banashankari,QuickBites,NorthIndianSouthIndian,250.0
YoRollCorner,No,No,Banashankari,QuickBites,StreetFoodRolls,200.0
NewQualityDumBiryani,No,No,Banashankari,QuickBites,Biryani,200.0
SriLakshmiKababCenter,No,No,Banashankari,QuickBites,Kebab,200.0
CueferiaA-Cafe,No,No,Banashankari,QuickBites,NorthIndianSouthIndianFastFoodChineseItalian,400.0
DtinkLab,No,No,Banashankari,QuickBites,BeveragesSandwich,80.0
ShreeUdupiSouthkitchen,No,No,Banashankari,QuickBites,SouthIndian,150.0
TastyBites,No,No,Banashankari,QuickBites,FastFoodPizza,150.0
RaamsChicken,No,No,Banashankari,QuickBites,Andhra,300.0
Panchami,No,No,Banashankari,QuickBites,NorthIndianChinese,300.0
BangaloreKababPalace,No,No,Banashankari,QuickBites,AndhraBiryani,150.0
QualityDumBiriyani,No,No,Banashankari,QuickBites,BiryaniKebab,150.0
TajaCoffee,No,No,Banashankari,QuickBites,SouthIndian,150.0
NewPrakashHotel,No,No,Banashankari,QuickBites,SouthIndian,250.0
KingsCourtDaba,No,No,Banashankari,QuickBites,ChineseNorthIndian,450.0
MMTiffenCenter,No,No,Banashankari,QuickBites,SouthIndianFastFood,150.0
SriRaghavendraPrasannaCoffeeBeansClub,No,No,Banashankari,QuickBites,SouthIndian,150.0
SriBalajiTiffinCentre,No,No,Banashankari,QuickBites,SouthIndianChinese,300.0
Kavali,No,No,Banashankari,QuickBites,SouthIndianStreetFood,300.0
RangannaMilitaryHotel,No,No,Jayanagar,QuickBites,SouthIndianBiryani,350.0
VidyarthiBhavan,No,No,Basavanagudi,QuickBites,SouthIndian,150.0
BharjariOota,No,No,Basavanagudi,CasualDining,SouthIndian,350.0
Bridgeway,No,No,MysoreRoad,CasualDining,NorthIndianChinese,550.0
SohoBar&Grill,No,No,Basavanagudi,Pub,NorthIndianChineseThai,1100.0
BhavaniRestaurant,No,No,Basavanagudi,QuickBites,SouthIndianNorthIndianChinese,300.0
Zephyr,No,No,Basavanagudi,CasualDining,ItalianContinental,650.0
HotelDwarka,No,No,Basavanagudi,QuickBites,SouthIndian,250.0
NisargaGardenRestaurant,No,No,Basavanagudi,QuickBites,SouthIndianChineseDessertsBeverages,350.0
Ma-AryaFamilyRestaurant,No,No,Basavanagudi,CasualDining,BiryaniSouthIndianNorthIndianChineseAndhra,600.0
A2B-AdyarAnandaBhavan,Yes,No,MysoreRoad,CasualDining,SouthIndianFastFoodStreetFood,400.0
NewPrashanthHotel,No,No,Basavanagudi,CasualDining,SouthIndian,400.0
UdupiSriKrishnaBhavan,No,No,Basavanagudi,QuickBites,SouthIndian,600.0
IceThunder,No,No,Basavanagudi,QuickBites,SouthIndianFastFoodNorthIndianDesserts,300.0
UpaharaDarshini,No,No,Basavanagudi,QuickBites,SouthIndian,150.0
MahalaxmiTiffinRoom,No,No,Basavanagudi,QuickBites,SouthIndian,100.0
Sandwichwallas,Yes,No,Basavanagudi,QuickBites,FastFood,200.0
BasavanagudiMylari,No,No,Basavanagudi,QuickBites,SouthIndian,300.0
NewPrashanthHotel,No,No,Basavanagudi,CasualDining,SouthIndianBiryaniChineseNorthIndian,750.0
ShrinidhiMilitaryHotel,No,No,Basavanagudi,QuickBites,NorthIndianMughlai,300.0
PramukhFamilyRestaurant,No,No,Basavanagudi,CasualDining,NorthIndianChineseMughlai,700.0
Vybhava,No,No,Jayanagar,QuickBites,SouthIndianNorthIndian,250.0
ShreeVenkateshwaraNorthKarnatakaHotel,No,No,Basavanagudi,QuickBites,SouthIndian,200.0
AnandSagarInn,No,No,Basavanagudi,CasualDining,SouthIndianNorthIndianChinese,450.0
SangamMilitaryHotel,No,No,Jayanagar,QuickBites,SouthIndian,250.0
PallaviBar&Restaurant,No,No,MysoreRoad,CasualDiningBar,NorthIndianSouthIndianChinese,550.0
BellySquadFoodTruck,No,No,SouthBangalore,FoodTruck,ChineseRollsBiryaniMomos,300.0
TejasBarandRestaurant,No,No,Nagarbhavi,CasualDining,ChineseSouthIndian,800.0
OldDaysNorthIndianRestaurant,No,No,Basavanagudi,CasualDining,NorthIndian,450.0
50-50EATINGHOUSE,No,No,Basavanagudi,QuickBites,SouthIndianBiryani,100.0
OmShivaShakthiChatsCentre,No,No,Basavanagudi,QuickBites,StreetFoodFastFood,300.0
RollsCorner,No,No,Basavanagudi,QuickBites,FastFoodRolls,150.0
Charisma'sMatruSagar,No,No,MysoreRoad,QuickBites,SouthIndianChinese,150.0
NewAmburHotDumBiryani,No,No,MysoreRoad,QuickBites,Biryani,150.0
Sticke2Waffles,No,No,Basavanagudi,QuickBites,SouthIndianFastFood,100.0
NimmooraThindi,No,No,MysoreRoad,QuickBites,NorthIndianSouthIndian,400.0
OasisFoodCenter,No,No,Basavanagudi,QuickBites,FastFood,150.0
GodumanaModdhaHotel,No,No,MysoreRoad,QuickBites,Biryani,250.0
AmburDumBiriyani,No,No,Basavanagudi,QuickBites,Biryani,160.0
FoodPlaza,No,No,Basavanagudi,QuickBites,SouthIndianNorthIndianChinese,150.0
DejaVuRestoBar,Yes,Yes,BannerghattaRoad,Pub,NorthIndianItalian,900.0
Fattoush,Yes,Yes,BannerghattaRoad,CasualDining,ArabianBiryaniChineseMiddleEasternFastFoodNorthIndianMughlaiSeafood,1000.0
EmpireRestaurant,Yes,No,BannerghattaRoad,CasualDining,NorthIndianMughlaiSouthIndianChinese,750.0
AbhiruchiHotel,Yes,No,BannerghattaRoad,CasualDining,AndhraBiryaniNorthIndianChinese,550.0
Tulips,No,No,BannerghattaRoad,CasualDining,NorthIndianSouthIndianChineseContinental,800.0
BarbequeNation,No,Yes,JPNagar,CasualDining,NorthIndianEuropeanMediterraneanBBQKebab,1600.0
Sattvam,No,No,JPNagar,CasualDining,NorthIndianSouthIndian,1200.0
24thMain,No,Yes,JPNagar,CasualDining,NorthIndianSouthIndianChinese,800.0
Zaitoon,Yes,Yes,JPNagar,CasualDining,BBQArabianChineseNorthIndianDesserts,1000.0
MangoGreens,No,Yes,JPNagar,CasualDining,NorthIndianContinentalChinese,900.0
OyeAmritsar,Yes,Yes,JPNagar,CasualDining,NorthIndian,1000.0
Melt-EdenPark,Yes,Yes,JPNagar,CasualDining,NorthIndianChineseThaiMughlaiSeafood,1000.0
CraveBitCafe,No,No,JPNagar,Cafe,Cafe,600.0
SpiceCode,No,Yes,JPNagar,CasualDining,SouthIndianNorthIndianChineseBiryani,1000.0
TheOnyx-TheHHISelectBengaluru,No,No,JPNagar,CasualDining,NorthIndianChineseContinental,950.0
ThePavillion,No,No,JPNagar,CasualDining,NorthIndianContinentalSouthIndianChinese,1000.0
SankranthiVegRestaurant,Yes,No,BTM,CasualDining,SouthIndianNorthIndianChinese,600.0
TisanoCafe,Yes,No,BannerghattaRoad,Cafe,CafeFastFoodChineseContinental,500.0
